Time,Link,Title,Authors,Tickers,Strategy
" May 27, 2017, 12:28 PM ",/article/4076997-dryships-remains-sell,DryShips Remains A Sell, Bill Maurer,DRYS,Short
" May 26, 2017, 3:20 PM ",/article/4076938-think-shorting-nvidia,Think About Shorting Nvidia Here, Jonathan Weber,NVDA,Short
 IBM,/article/4076923-7-reasons-short-ibm,7 Reasons Why I'm Short IBM," May 26, 2017, 2:29 PM ",Editors' Pick ,Short
" May 26, 2017, 1:56 PM ",/article/4076862-amazon-com-danger-numbers,Amazon.com: Danger In Numbers, Robert Honeywill,AMZN,Short
" May 26, 2017, 7:44 AM ",/article/4076782-will-tesla-switch-vision-lidar,Will Tesla Switch From Vision To LIDAR?, EnerTuition,TSLA,Short
" May 25, 2017, 8:58 PM ",/article/4076707-carmax-stock-will-fall-60,Here's Why CarMax Stock Will Fall Below $60, Damon Verial,KMX,Short
" May 25, 2017, 6:16 PM ",/article/4076692-advanced-micro-devices-inc-worst-performing-stock-s-and-p-500,"Advanced Micro Devices, Inc.: The Worst Performing Stock In The S&P 500", The Structure Of Price,AMD,Short
 ZPAS,/article/4076519-zoompass-holdings-buyer-beware,Zoompass Holdings: Buyer Beware," May 25, 2017, 2:20 PM ",Editors' Pick ,Short
" May 25, 2017, 11:37 AM ",/article/4076475-tjx-compelling-short-74,Why TJX Is A Compelling Short At $74, Courage & Conviction Investing,TJX,Short
" May 25, 2017, 11:19 AM ",/article/4076464-investing-blackberrys-cybersecurity-story-soon-may-wannacry,"If Investing In BlackBerry's Cybersecurity Story, Soon You May 'WannaCry'", KIA Investment Research,BB,Short
" May 25, 2017, 8:05 AM ",/article/4076395-chipotle-cult-de-programming-expectation-vs-reality,The Chipotle Cult: De-Programming The Expectation Vs. The Reality, J.G. Collins,CMG,Short
" May 24, 2017, 6:25 PM ",/article/4076291-national-beverage-bearishness-wavered,My National Beverage Bearishness Hasn't Wavered, Courage & Conviction Investing,FIZZ,Short
 TSLA,/article/4076161-tesla-legitimately-accounting-promotional-programs,Is Tesla Legitimately Accounting For Its Promotional Programs?," May 24, 2017, 1:04 PM ",Editors' Pick ,Short
 MITK,/article/4076084-empire-strike-back-mitek-systems,Is The Empire About To Strike Back At Mitek Systems?," May 24, 2017, 10:38 AM ",Editors' Pick ,Short
" May 24, 2017, 8:53 AM ",/article/4076040-educational-development-corporations-curious-case-consignment-confusing-story,Educational Development Corporation's Curious Case Of Consignment Is A Confusing Story, Quick Draw Capital,EDUC,Short
" May 24, 2017, 8:12 AM ",/article/4076033-believe-citron-research,Do Not Believe Citron Research, Citron Research,EXAS,Short
 BEDU,/article/4075559-bright-scholar-education-serious-regulatory-risks-despite-strong-growth,Bright Scholar Education: Serious Regulatory Risks Despite Strong Growth," May 24, 2017, 7:13 AM ",Editors' Pick ,Short
" May 23, 2017, 3:38 PM ",/article/4075798-tesla-will-likely-lose-money-model-3,Tesla Will Likely Lose Money On Model 3, EnerTuition,TSLA,Short
 VERI,/article/4075408-misleading-marketing-makes-veritone-compelling-short,Misleading Marketing Makes Veritone A Compelling Short," May 23, 2017, 3:12 PM ",Editors' Pick ,Short
" May 23, 2017, 2:03 PM ",/article/4075761-yandex-just-lost-11-million-monthly-users,Yandex Just Lost 11 Million Monthly Users, Bears of Wall Street,YNDX,Short
" May 23, 2017, 1:59 PM ",/article/4075701-tesla-closer-look-margins-profitability,Tesla: A Closer Look At Margins And Profitability, Vincent Wolters,TSLA,Short
" May 23, 2017, 12:19 PM ",/article/4075697-ibm-big-blue-fading,IBM: Big Blue Is Fading, Crispus Nyaga,IBM,Short
 AMAT,/article/4075658-downward-spiral-display-revenues-applied-materials-will-accelerate-2017-2018,The Downward Spiral In Display Revenues For Applied Materials Will Accelerate In 2017 And 2018," May 23, 2017, 10:54 AM ",Editors' Pick ,Short
 SIG,/article/4075158-signet-jewelers-all-glitters-gold-q1-2018-earnings-preview,Signet Jewelers: 'All That Glitters Is Not Gold' + Q1 2018 Earnings Preview," May 23, 2017, 9:45 AM ",Editors' Pick ,Short
 INTC,/article/4075423-intel-may-lose-half-market-capitalization-2-years,Intel May Lose Half Of Its Market Capitalization In 2 Years," May 23, 2017, 8:15 AM ",Editors' Pick ,Short
" May 23, 2017, 4:18 AM ",/article/4075518-home-capital-group-mcan-tale-2-subprime-lenders,Home Capital Group And MCAN: A Tale Of 2 Subprime Lenders, Jake Walsh,"MAMTF, HMCBF",Short
" May 22, 2017, 5:35 PM ",/article/4075441-full-phase-3-la-jolla-pharmaceutical-data-creates-great-short-opportunity,Full Phase 3 La Jolla Pharmaceutical Data Creates A Great Short Opportunity, Terry Chrisomalis,LJPC,Short
 VIPS,/article/4074798-vipshops-growth-overbullish,Vipshop's Growth Is Overbullish," May 22, 2017, 4:00 PM ",Editors' Pick ,Short
" May 22, 2017, 3:20 PM ",/article/4075410-going-geo,What's Going On At GEO?, Nathan Hayes,GEO,Short
" May 22, 2017, 2:27 PM ",/article/4075399-apples-tencent-run,Apple's Tencent Run-In, Bram de Haas,AAPL,Short
" May 22, 2017, 1:38 PM ",/article/4075351-apple-berkshire-hathaway-following-buffett-buffett-two-different-things,Apple And Berkshire Hathaway: Following Buffett And Being Buffett Are Two Different Things, Alex Cho,AAPL,Short
 DE,/article/4075331-will-wolf-finally-come-deere,When Will The Wolf Finally Come For Deere?," May 22, 2017, 12:55 PM ",Editors' Pick ,Short
" May 22, 2017, 11:37 AM ",/article/4075297-virtual-desktops-finally-come-age-just-time-next-wave-attacks,Virtual Desktops Finally Come Of Age - Just In Time For The Next Wave Of Attacks, Salil Deshpande,"MSFT, AMZN, VMW",Short
" May 22, 2017, 9:55 AM ",/article/4075234-amazon-emporia-strike-back,Amazon: The Emporia Strike Back, DoctoRx,AMZN,Short
" May 22, 2017, 9:20 AM ",/article/4075217-pixelworks-makes-buy-made-sell,"Pixelworks Makes A Buy, So I've Made It A Sell", Mark Gomes,PXLW,Short
" May 22, 2017, 8:58 AM ",/article/4075208-ubss-41000-tesla-model-3-break-even-estimate-means-massive-continuing-losses,"UBS's $41,000 Tesla Model 3 Break-Even Estimate Means Massive Continuing Losses...", Logical Thought,TSLA,Short
 NVAFF,/article/4074954-paysafe-group-trouble-turkey,Paysafe Group: Trouble In Turkey?," May 22, 2017, 2:50 AM ",Editors' Pick ,Short
" May 22, 2017, 2:00 AM ",/article/4075037-paysafe-group-china-targets-payment-platforms-enforcement-online-gambling,Paysafe Group: China Targets Payment Platforms In Enforcement Of Online Gambling, Spotlight Research,NVAFF,Short
" May 21, 2017, 11:08 PM ",/article/4075071-cisco-flags-major-downturn-drops-like-stone,Cisco Flags A Major Downturn And Drops Like A Stone, The Structure Of Price,CSCO,Short
" May 19, 2017, 6:31 PM ",/article/4074939-teslas-nonsense-claim-solar-roof-saves-money,Tesla's No-Nonsense Claim That Its Solar Roof Saves Money, SPY Guy,TSLA,Short
" May 19, 2017, 6:07 PM ",/article/4074940-dryships-final-warning,DryShips: The Final Warning, Bill Maurer,DRYS,Short
" May 19, 2017, 4:03 PM ",/article/4074828-tesla-worth-300-share,Tesla: Is It Worth More Than $300 A Share?, jaberwock,TSLA,Short
" May 19, 2017, 3:44 PM ",/article/4074859-goldman-sachs-talks-tesla-listen,"When Goldman Sachs Talks Tesla, I Listen", Montana Skeptic,TSLA,Short
" May 19, 2017, 3:05 PM ",/article/4074809-tesla-will-face-massive-margin-pressure-nissans-leaf-replacement,Tesla Will Face Massive Margin Pressure From Nissan's LEAF Replacement, Anton Wahlman,"TSLA, NSANY",Short
 AVXL,/article/4074451-anavex-life-sciences-5-reasons-short,Anavex Life Sciences: 5 Reasons Why I'm Short," May 19, 2017, 2:00 PM ",Editors' Pick ,Short
" May 18, 2017, 10:50 PM ",/article/4074578-blackberry-verge-disruption,BlackBerry On The Verge Of Disruption, Paulo Santos,BB,Short
" May 18, 2017, 9:26 PM ",/article/4074567-ab-inbev-overbought-overvalued,AB InBev: Overbought And Overvalued, Paul Franke,BUD,Short
" May 18, 2017, 1:42 PM ",/article/4074440-burning-cash-losing-customers-wayfair-running-options,"Burning Cash And Losing Customers, Wayfair Is Running Out Of Options", Jawad Ayaz,W,Short
 EDUC,/article/4074109-book-educational-development-corporation-want-read,A Book Educational Development Corporation Doesn't Want You To Read," May 18, 2017, 12:46 PM ",Editors' Pick ,Short
" May 18, 2017, 11:07 AM ",/article/4074391-national-beverage-corp-always-sunny-fort-lauderdale,National Beverage Corp.: Is It Always Sunny In Fort Lauderdale?, Courage & Conviction Investing,FIZZ,Short
 STMP,/article/4074232-management-covering-looming-changes-stamps-coms-ability-monetize-postage,Is Management Covering Up Looming Changes To Stamps.com's Ability To Monetize Postage?," May 18, 2017, 10:00 AM ",Editors' Pick ,Short
" May 18, 2017, 9:36 AM ",/article/4074351-dryships-traded-time-high-42-million-share,DryShips Traded All Time High Of $42 Million A Share, Research & Investment,DRYS,Short
" May 18, 2017, 9:29 AM ",/article/4074358-aarons-stock-will-give-back-gains,Aaron's Stock Will Give Back These Gains, Vince Martin,AAN,Short
" May 18, 2017, 2:07 AM ",/article/4074261-gap-stabilization-temporary,The Gap: 'Stabilization' Is Only Temporary, Brian Sanders,GPS,Short
" May 17, 2017, 4:48 PM ",/article/4074189-amazon-com-share-price-limited-imagination,Amazon.com: A Share Price Limited Only By Imagination, Robert Honeywill,AMZN,Short
" May 17, 2017, 12:17 PM ",/article/4074097-frontier-communications-bankruptcy-looms-2020,Frontier Communications: Bankruptcy Looms In 2020, Crispus Nyaga,FTR,Short
 AMZN,/article/4074008-whole-foods-nothing-good-come,Whole Foods - Nothing Good To Come," May 17, 2017, 7:14 AM ",Editors' Pick ,Short
" May 17, 2017, 7:09 AM ",/article/4074004-u-s-auto-parts-network-massive-kind-distribution-shares-will-likely-weigh-heavily-stock,U.S. Auto Parts Network: Massive In-Kind Distribution Of Shares Will Likely Weigh Heavily On Stock, Monocle Accounting Research,PRTS,Short
" May 16, 2017, 4:39 PM ",/article/4073855-blackberry-shares-now-peaked,BlackBerry: Have Shares Now Peaked?, Bill Maurer,BB,Short
" May 16, 2017, 3:43 PM ",/article/4073819-nike-overvalued-40-percent,Nike: Overvalued By 40%, Damon Verial,NKE,Short
" May 16, 2017, 2:17 PM ",/article/4073793-valuation-fails-tesla-go,When Valuation Fails: Where Does Tesla Go From Here?, Kwan-Chen Ma,TSLA,Short
 GOOD,/article/4073758-gladstone-commercial-corporation-q1-17-earnings-call-whistling-past-graveyard-trust-10-q,Gladstone Commercial Corporation Q1 '17 Earnings Call: Whistling Past The Graveyard - Trust In The 10-Q Filed With The SEC," May 16, 2017, 12:45 PM ",Editors' Pick ,Short
" May 16, 2017, 12:13 PM ",/article/4073742-tjx-companies-bloom-rose,TJX Companies: Is The Bloom Off The Rose?, Courage & Conviction Investing,TJX,Short
" May 16, 2017, 10:43 AM ",/article/4073697-ionis-pharmaceuticals-falls-safety-risks-phase-3-clinical-trial,Ionis Pharmaceuticals Falls On Safety Risks With Phase 3 Clinical Trial, Terry Chrisomalis,IONS,Short
" May 16, 2017, 10:02 AM ",/article/4073682-dryships-90-percent-downside,DryShips: 90% Downside, Research & Investment,DRYS,Short
" May 16, 2017, 9:32 AM ",/article/4073668-cummins-short-play,Cummins: Short Play, Leo Nelissen,CMI,Short
" May 16, 2017, 8:05 AM ",/article/4073646-citron-research-exposes-exact-sciences-proves-beyond-doubt-stock-will-soon-cut-half,Citron Research Exposes Exact Sciences And Proves Beyond Any Doubt Why This Stock Will Soon Be Cut In Half, Citron Research,EXAS,Short
" May 16, 2017, 1:19 AM ",/article/4073544-agile-therapeutics-reason-fda-approve-another-inferior-patch,Agile Therapeutics: No Reason For The FDA To Approve Another Inferior Patch, Element Capital Research,AGRX,Short
" May 15, 2017, 6:35 PM ",/article/4073465-noble-worth-less,Noble Should Be Worth Less, D.M. Martins Research,NE,Short
" May 15, 2017, 5:23 PM ",/article/4073446-gilead-dead-money-time-investors-move,"Gilead: Dead Money, Time For Investors To Move On", Michael Boyd,GILD,Short
" May 15, 2017, 5:10 PM ",/article/4073439-nvidia-set-face-stiff-competition-tighter-margins,"Nvidia Set To Face Stiff Competition, Tighter Margins", Raging Bull,NVDA,Short
" May 15, 2017, 4:48 PM ",/article/4073414-energous-carrot-slips-away,Energous: Carrot Slips Further And Further Away, Paulo Santos,WATT,Short
" May 15, 2017, 3:49 PM ",/article/4073404-sell-gm-shares,Why Can't I Sell My GM Shares?, Nathan Hayes,GM,Short
" May 15, 2017, 3:41 PM ",/article/4073398-eco-science-solutions-just-little-bit-history-repeating,Eco Science Solutions: It's All Just A Little Bit Of History Repeating, Bart van Velzen,ESSI,Short
" May 15, 2017, 2:54 PM ",/article/4073367-hilton-grand-vacations-due-grand-reality-check,Hilton Grand Vacations Due For Grand Reality Check, Opaque Investors,HGV,Short
" May 15, 2017, 11:23 AM ",/article/4073282-amd-begins-fight-back,AMD Begins Its Fight Back, The Structure Of Price,AMD,Short
" May 15, 2017, 11:10 AM ",/article/4073276-acushnet-despite-10-percent-bounce-short-thesis-remains-intact,"Acushnet: Despite The 10% Bounce, Short Thesis Remains Intact", Courage & Conviction Investing,GOLF,Short
" May 15, 2017, 9:31 AM ",/article/4073228-tesla-early-look-q2,Tesla: An Early Look At Q2, Bill Maurer,TSLA,Short
" May 15, 2017, 7:39 AM ",/article/4073198-teslas-nonsense-claim-solar-roof-saves-money,Tesla's Nonsense Claim That Its Solar Roof Saves Money, Logical Thought,TSLA,Short
" May 15, 2017, 7:37 AM ",/article/4073197-will-tesla-positive-gross-margins-model-3,Will Tesla Have Positive Gross Margins For The Model 3?, EnerTuition,TSLA,Short
" May 15, 2017, 7:01 AM ",/article/4073186-snap-clear-short-sell,Snap Is A Clear Short Sell, David Zanoni,SNAP,Short
" May 15, 2017, 4:38 AM ",/article/4073159-vendors-force-sears-bankruptcy,Vendors Could Force Sears Into Bankruptcy, WYCO Researcher,SHLD,Short
" May 13, 2017, 6:36 PM ",/article/4072982-sears-holdings-cover-zero,Sears Holdings: Cover At Zero, Viacheslav Makarenko,SHLD,Short
" CBB, SHEN, SIFY",/article/4072361-pro-weekly-digest-focusing-telecom-ideas,PRO Weekly Digest: Focusing On Telecom Ideas," May 13, 2017, 7:30 AM ",Editors' Pick ,Short
" MYPRY, MYPRF",/article/4072277-malaysia-airports-holdings-stiff-competition-chinese-tourists-priced,Malaysia Airports Holdings: Stiff Competition For Chinese Tourists Not Priced In," May 12, 2017, 2:38 PM ",Editors' Pick ,Short
" May 12, 2017, 2:22 PM ",/article/4072713-wayfair-path-profitability,Wayfair Has No Path To Profitability, Dan Strack,W,Short
" May 12, 2017, 1:17 PM ",/article/4072667-snap-innovate-die,Snap: Innovate Or Die, Hudson River Capital Research,SNAP,Short
 NEWM,/article/4072226-new-medias-decline-accelerating-slowing,"New Media's Decline Is Accelerating, Not Slowing"," May 12, 2017, 12:46 PM ",Editors' Pick ,Short
" May 12, 2017, 10:47 AM ",/article/4072612-time-microsoft-upsetting-apple-cart,"Over Time, Microsoft Is Upsetting The Apple Cart", Michael Blair,AAPL,Short
" May 12, 2017, 8:01 AM ",/article/4072569-enphase-energy-dismal-quarter-indicates-steep-fall-ahead,Enphase Energy: Dismal Quarter Indicates A Steep Fall Ahead, EnerTuition,ENPH,Short
" May 11, 2017, 4:58 PM ",/article/4072358-tesla-mania-time-aint-different,Tesla Mania: This Time Ain't Different, Boris Marjanovic,TSLA,Short
" May 11, 2017, 4:26 PM ",/article/4072335-shortify-shopify-part-2,Shortify Shopify - Part 2, Parker Logan,SHOP,Short
" May 11, 2017, 3:56 PM ",/article/4072299-adidas-declining-shorting,Adidas: Why It's Declining And Why I Am Shorting, Kenra Investors,"ADDDF, ADDYY",Short
" May 11, 2017, 11:44 AM ",/article/4072194-dryships-best-short-continues,DryShips: The Best Short Continues, Bill Maurer,DRYS,Short
" May 10, 2017, 3:04 PM ",/article/4071818-shortify-shopify-part-1,Shortify Shopify - Part 1, Parker Logan,SHOP,Short
" May 10, 2017, 11:17 AM ",/article/4071652-spirit-airlines-labor-issues-threaten-financial-momentum,Spirit Airlines' Labor Issues Threaten Financial Momentum, Tim Dunn,SAVE,Short
" May 10, 2017, 10:01 AM ",/article/4071637-tesla-10-q-energy-business-collapses,Tesla 10-Q: Energy Business Collapses, Bill Maurer,TSLA,Short
" May 10, 2017, 6:38 AM ",/article/4071553-bank-america-better-value-elsewhere,Bank Of America: There Is Better Value Elsewhere, Labutes IR,BAC,Short
" May 9, 2017, 6:38 PM ",/article/4071305-tesla-giving-solarcity,Tesla Giving Up On SolarCity?, Alberto Zaragoza Comendador,TSLA,Short
 T,/article/4071347-will-and-t-time-warner-merger-create-expensive-equity-u-s-trading-history,Will The AT&T/Time Warner Merger Create The Most Expensive Equity In U.S. Trading History?," May 9, 2017, 6:15 PM ",Editors' Pick ,Short
" May 9, 2017, 3:55 PM ",/article/4071272-short-tesla-takes-charger-choking-evercore-confidence-goldman-sachs-modesty-conference-call,"Short Tesla Takes: Charger Choking, Evercore Confidence, Goldman Sachs Modesty, Conference Call Howlers", Montana Skeptic,TSLA,Short
 VUZI,/article/4071136-vuzix-heavy-stock-promotion-ongoing-sec-inquiry-stagnant-ip-overhyped-ces-awards-ugly,"Vuzix: Heavy Stock Promotion, Ongoing SEC Inquiry, Stagnant IP, Overhyped CES Awards And Ugly Financials"," May 9, 2017, 1:00 PM ",Editors' Pick ,Short
 PLSE,/article/4070956-pulse-biosciences-inc-high-voltage-hype-set-short-circuit,"Pulse Biosciences, Inc.: High-Voltage Hype Set To Short-Circuit"," May 9, 2017, 9:30 AM ",Editors' Pick ,Short
" May 9, 2017, 5:59 AM ",/article/4070963-kona-grill-dying,Kona Grill Is Dying, Paperon de' Paperoni,KONA,Short
" May 8, 2017, 6:15 PM ",/article/4070832-tesla-musks-claims-model-3-ramp-credible,Tesla: Are Musk's Claims About The Model 3 Ramp Credible?, EnerTuition,TSLA,Short
" May 8, 2017, 11:54 AM ",/article/4070648-advanced-micro-devices-overvalued,Advanced Micro Devices Is Overvalued, Short Only,AMD,Short
" May 8, 2017, 11:49 AM ",/article/4070645-amd-go-lower,AMD To Go Lower, The Structure Of Price,AMD,Short
" May 8, 2017, 11:35 AM ",/article/4070635-nvidia-will-fall,Nvidia Will Fall, The Structure Of Price,NVDA,Short
 ASPS,/article/4070621-altisource-portfolio-solutions-final-chapter-contracts-ocwen-financial-protect-altisource,"Altisource Portfolio Solutions: The Final Chapter, Contracts With Ocwen Financial Don't Protect Altisource"," May 8, 2017, 11:35 AM ",Editors' Pick ,Short
" May 8, 2017, 7:16 AM ",/article/4070517-keep-selling-red-robin-gourmet-burgers,Keep Selling Red Robin Gourmet Burgers, Societe Financiers,RRGB,Short
" May 8, 2017, 1:28 AM ",/article/4070457-micron-goes-new-high-fall,Micron Goes For A New High Before The Fall, The Structure Of Price,MU,Short
" May 7, 2017, 9:52 PM ",/article/4070413-nvidia-short-earnings,Nvidia: Short Before Earnings?, Short Only,NVDA,Short
" May 5, 2017, 3:34 PM ",/article/4069778-jaguar-outgrew-tesla-100-percent-u-s-market,Jaguar Outgrew Tesla By Over 100% In The U.S. Market, Anton Wahlman,TSLA,Short
