Authors,Date,Link,Tickers,Title,Strategy
 Quad 7 Capital," Mar. 27, 2015, 12:11 AM ",/article/3032646-now-is-the-time-to-accumulate-franco-nevada,FNV,Now Is The Time To Accumulate Franco-Nevada,Long
 Trefis," Mar. 26, 2015, 8:25 PM ",/article/3032336-these-3-scenarios-could-significantly-change-pepsicos-valuation,PEP,These 3 Scenarios Could Significantly Change PepsiCo's Valuation,Long
 Bram de Haas," Mar. 26, 2015, 7:26 PM ",/article/3029096-looksmart-clickable-is-gaining-traction-but-overshadowed-by-near-term-liquidity-risk,LKST,LookSmart: Clickable Is Gaining Traction But Overshadowed By Near Term Liquidity Risk,Long
 Tim Travis," Mar. 26, 2015, 7:14 PM ",/article/3032246-bank-of-america-recent-sell-off-creates-ideal-entry-point-for-long-term-investors,BAC,Bank Of America - Recent Sell-Off Creates Ideal Entry Point For Long-Term Investors,Long
 Discount Fountain," Mar. 26, 2015, 6:51 PM ",/article/3032226-why-melco-crown-entertainments-sell-off-may-be-overdone,MLCO,Why Melco Crown Entertainment's Sell-Off May Be Overdone,Long
 Dallas Salazar," Mar. 26, 2015, 6:22 PM ",/article/3032156-old-national-a-3_46-percent-yielding-regional-on-the-verge-of-multiple-expansion-i-think-so,ONB,Old National: A 3.46% Yielding Regional On The Verge Of Multiple Expansion? I Think So,Long
 WestPeak Research Association," Mar. 26, 2015, 6:16 PM ",/article/3032116-swedish-match-ab-a-smokeless-alternative,SWMAY,Swedish Match AB - A Smokeless Alternative,Long
 Simple Investment Ideas," Mar. 26, 2015, 5:42 PM ",/article/3032066-jinkosolar-transforming-into-an-industry-leader,JKS,JinkoSolar: Transforming Into An Industry Leader,Long
 Callum Turcan," Mar. 26, 2015, 5:37 PM ",/article/3028896-wolfcamp-oil-colombia-exploration-supports-anadarkos-growth-story,APC,"Wolfcamp Oil, Colombia Exploration Supports Anadarko's Growth Story",Long
 Chris Rutherglen," Mar. 26, 2015, 5:24 PM ",/article/3031986-gold-resource-corp-top-tier-miner-trades-at-attractive-discount-to-peers,GORO,Gold Resource Corp.: Top Tier Miner Trades At Attractive Discount To Peers,Long
 Darspal S Mann," Mar. 26, 2015, 4:25 PM ",/article/3031806-abengoa-yield-well-diversified-yieldco-with-significant-growth-potential,AY,Abengoa Yield: Well Diversified YieldCo With Significant Growth Potential,Long
 Ryan Peckyno," Mar. 26, 2015, 3:28 PM ",/article/3031656-noble-corporation-could-see-50-percent-upside-over-the-next-12minus-18-months,NE,Noble Corporation Could See 50%+ Upside Over The Next 12-18 Months,Long
 Stone Fox Capital," Mar. 26, 2015, 3:27 PM ",/article/3028396-freeport-mcmoran-finally-interesting-after-positive-stock-reaction,FCX,Freeport-McMoRan: Finally Interesting After Positive Stock Reaction,Long
 Wall Street Hippie," Mar. 26, 2015, 3:23 PM ",/article/3031646-bank-of-america-common-stock-offers-solid-upside-but-warrants-offer-more,BAC,"Bank Of America Common Stock Offers Solid Upside, But Warrants Offer More",Long
 UGA Student Managed Investment Fund," Mar. 26, 2015, 3:11 PM ",/article/3031626-valero-energy-a-value-play-with-attractive-growth-catalysts,VLO,Valero Energy: A Value Play With Attractive Growth Catalysts,Long
 Doug Young," Mar. 26, 2015, 3:03 PM ",/article/3031586-alibaba-begins-taobao-clean-up,BABA,Alibaba Begins Taobao Clean-Up,Long
1 Comment, David Becker,/article/3031546-the-seasonality-of-apple-in-april," Mar. 26, 2015, 2:51 PM ",The Seasonality Of Apple In April,Long
 Stock Puzzle," Mar. 26, 2015, 2:51 PM ",/article/3031536-diana-shipping-at-the-price-floor-seasonal-bounce-expected-in-fall,DSX,"Diana Shipping At The Price Floor, Seasonal Bounce Expected In Fall",Long
 Kyler Hasson," Mar. 26, 2015, 2:50 PM ",/article/3031526-exxon-mobil-return-on-capital-employed-roce-and-valuation,XOM,Exxon Mobil: Return On Capital Employed (ROCE) And Valuation,Long
 Shock Exchange," Mar. 26, 2015, 2:46 PM ",/article/3031496-blackberry-brace-yourself-for-an-ugly-quarter,BB,BlackBerry: Brace Yourself For An Ugly Quarter,Long
 Harsh Singh Chauhan," Mar. 26, 2015, 2:35 PM ",/article/3028266-paccar-this-underperforming-stock-looks-like-a-good-long-term-bet,PCAR,Paccar: This Underperforming Stock Looks Like A Good Long-Term Bet,Long
 Dhierin Bechai," Mar. 26, 2015, 2:31 PM ",/article/3031456-very-large-aircraft-market-analysis-why-the-mini-jumbos-are-closing-in-on-the-superjumbos-part-3,BA,Very Large Aircraft Market Analysis: Why The Mini-Jumbos Are Closing In On The Superjumbos (Part 3),Long
 Brian Nichols," Mar. 26, 2015, 2:22 PM ",/article/3028236-if-you-think-facebooks-stock-is-a-trap-keep-this-in-mind,FB,"If You Think Facebook's Stock Is A Trap, Keep This In Mind",Long
 Lior Cohen," Mar. 26, 2015, 2:18 PM ",/article/3031406-does-caterpillar-have-a-silver-lining,CAT,Does Caterpillar Have A Silver Lining?,Long
 James Catlin," Mar. 26, 2015, 2:13 PM ",/article/3031386-tsakos-energy-navigation-poised-to-capitalize-on-surging-rates,TNP,Tsakos Energy Navigation Poised To Capitalize On Surging Rates,Long
 Dallas Salazar," Mar. 26, 2015, 1:45 PM ",/article/3031306-is-customers-bancorp-the-best-pure-play-regional-bank,CUBI,Is Customers Bancorp The Best Pure-Play Regional Bank?,Long
 Alex Cho," Mar. 26, 2015, 1:23 PM ",/article/3031256-windows-10-a-meaningful-catalyst-to-microsofts-consumer-division,MSFT,Windows 10 A Meaningful Catalyst To Microsoft's Consumer Division,Long
 Lee Taylor," Mar. 26, 2015, 1:19 PM ",/article/3031236-why-i-am-buying-call-options-on-ovascience,OVAS,Why I Am Buying Call Options On OvaScience,Long
 Robert Sacher," Mar. 26, 2015, 1:16 PM ",/article/3031206-mannkind-stock-approaching-pre-fda-approval-price-is-a-bottom-coming,MNKD,MannKind Stock Approaching Pre-FDA Approval Price: Is A Bottom Coming?,Long
 Chris Katje," Mar. 26, 2015, 1:10 PM ",/article/3031186-hennes-and-mauritz-the-place-to-be-in-fashion-retail-sector,HNNMY,Hennes & Mauritz: The Place To Be In Fashion Retail Sector,Long
 Harsh Singh Chauhan," Mar. 26, 2015, 1:01 PM ",/article/3027936-why-clean-energy-fuels-can-continue-beating-the-market-despite-certain-challenges,CLNE,Why Clean Energy Fuels Can Continue Beating The Market Despite Certain Challenges,Long
 Anup Singh," Mar. 26, 2015, 11:59 AM ",/article/3027756-jinkosolar-opportunity-in-china-higher-module-efficiency-and-lower-costs-will-drive-growth,JKS,"JinkoSolar: Opportunity In China, Higher Module Efficiency And Lower Costs Will Drive Growth",Long
 Benjamin Padnos," Mar. 26, 2015, 11:55 AM ",/article/3030986-whats-up-with-energous-after-first-development-licensing-agreement-announcements,WATT,"What's Up With Energous After First Development, Licensing Agreement Announcements?",Long
 Micro-Cap Gem Finder," Mar. 26, 2015, 11:19 AM ",/article/3030846-smtc-corp-i-expect-higher-revenues-and-profitability-in-2015-and-beyond,SMTX,SMTC Corp.: I Expect Higher Revenues And Profitability In 2015 And Beyond,Long
 Advantage Capital Management," Mar. 26, 2015, 11:12 AM ",/article/3030806-how-to-win-with-ocwen-and-altisource-the-game-theory-behind-ocwens-tangled-web,OCN,How To Win With Ocwen & Altisource: The Game Theory Behind Ocwen's Tangled Web,Long
 MarketGyrations," Mar. 26, 2015, 11:09 AM ",/article/3030786-forex-has-turned-a-disadvantage-into-an-advantage-for-dr-pepper,DPS,Forex Has Turned A Disadvantage Into An Advantage For Dr Pepper,Long
 Dallas Salazar," Mar. 26, 2015, 10:58 AM ",/article/3030736-if-you-want-to-buy-sandridge-shares-now-is-the-time,SD,"If You Want To Buy SandRidge Shares, Now Is The Time",Long
 AtonRa Partners," Mar. 26, 2015, 10:55 AM ",/article/3030716-zebra-the-motorola-enterprise-unit-is-on-the-right-track,ZBRA,Zebra: The Motorola Enterprise Unit Is On The Right Track,Long
 Quantified Alpha," Mar. 26, 2015, 10:55 AM ",/article/3030706-dst-systems-value-growth-and-an-expected-earnings-beat,DST,"DST Systems: Value, Growth And An Expected Earnings Beat",Long
 Rajat Sharma," Mar. 26, 2015, 10:28 AM ",/article/3027426-what-will-you-do-with-philip-morris-at-77_50-per-share,PM,What Will You Do With Philip Morris At $77.50 Per Share?,Long
 Dallas Salazar," Mar. 26, 2015, 10:16 AM ",/article/3030566-buy-led-medical-before-your-dentist-does,LEDIF,Buy LED Medical Before Your Dentist Does,Long
 Harsh Singh Chauhan," Mar. 26, 2015, 10:01 AM ",/article/3027336-why-borgwarner-should-continue-outperforming-the-broader-market,BWA,Why BorgWarner Should Continue Outperforming The Broader Market,Long
 Achilles Research," Mar. 26, 2015, 10:01 AM ",/article/3030496-its-time-to-get-serious-and-double-down-on-chesapeake-energy,CHK,It's Time To Get Serious And Double Down On Chesapeake Energy,Long
 Clinically Sound Investor," Mar. 26, 2015, 9:41 AM ",/article/3030456-what-to-make-of-neurocrines-recent-insider-selling,NBIX,What To Make Of Neurocrine's Recent Insider Selling,Long
 David Zanoni," Mar. 26, 2015, 9:30 AM ",/article/3027216-avago-likely-to-be-a-multi-year-strong-momentum-stock,AVGO,Avago: Likely To Be A Multi-Year Strong Momentum Stock,Long
 Alex Pitti," Mar. 26, 2015, 9:24 AM ",/article/3027176-apple-should-buy-vessel,AAPL,Apple Should Buy Vessel,Long
 Stock Doctor," Mar. 26, 2015, 9:18 AM ",/article/3030376-cytokinetics-to-move-tirasemtiv-into-phase-iii-as-fda-breathes-new-life-into-als-drug,CYTK,"Cytokinetics To Move Tirasemtiv Into Phase III, As FDA Breathes New Life Into ALS Drug",Long
 Helix Investment Research," Mar. 26, 2015, 9:17 AM ",/article/3027156-sanmina-sitting-in-the-sweet-spot-of-contract-manufacturing,SANM,Sanmina: Sitting In The Sweet Spot Of Contract Manufacturing,Long
" Brian Marckx, CFA"," Mar. 26, 2015, 9:16 AM ",/article/3027146-lombards-unique-stent-graft-rapidly-penetrating-endovascular-aneurysm-repair-market,EVAR,Lombard's Unique Stent-Graft Rapidly Penetrating Endovascular Aneurysm Repair Market,Long
 Jeff Williams," Mar. 26, 2015, 9:16 AM ",/article/3030356-targets-streamlined-focus-is-creating-a-long-term-buying-opportunity,TGT,Target's Streamlined Focus Is Creating A Long-Term Buying Opportunity,Long
 Elephant Analytics," Mar. 26, 2015, 9:07 AM ",/article/3027126-copper-fox-metals-playing-the-waiting-game-with-schaft-creek,CPFXF,Copper Fox Metals: Playing The Waiting Game With Schaft Creek,Long
 Bryan Boulden," Mar. 26, 2015, 9:02 AM ",/article/3030286-disney-a-pullback-is-coming-for-this-must-own-company,DIS,Disney: A Pullback Is Coming For This 'Must Own' Company,Long
 Ben Kramer-Miller," Mar. 26, 2015, 8:51 AM ",/article/3027096-endeavour-silvers-short-term-issues-mask-a-long-term-opportunity,EXK,Endeavour Silver's Short-Term Issues Mask A Long-Term Opportunity,Long
 Max Grigoryev," Mar. 26, 2015, 8:36 AM ",/article/3030196-mylan-is-one-of-the-most-undervalued-generic-companies,MYL,Mylan Is One Of The Most Undervalued Generic Companies,Long
 Dhierin Bechai," Mar. 26, 2015, 8:33 AM ",/article/3030166-is-the-stock-of-the-worlds-largest-aircraft-manufacturer-overvalued,BA,Is The Stock Of The World's Largest Aircraft Manufacturer Overvalued?,Long
 Alpha Gen Capital," Mar. 26, 2015, 8:28 AM ",/article/3027006-pargesa-holdings-nav-compounder-set-to-move-higher,PRGAF,Pargesa Holdings: NAV Compounder Set To Move Higher,Long
 Michael Boyd," Mar. 26, 2015, 8:27 AM ",/article/3030136-wesco-international-oversold-by-the-market,WCC,WESCO International: Oversold By The Market,Long
 Motek Moyen," Mar. 26, 2015, 8:21 AM ",/article/3030126-facebook-is-too-rich-and-too-famous-for-news-publishers-to-ignore,FB,Facebook Is Too Rich And Too Famous For News Publishers To Ignore,Long
 I Know First Research," Mar. 26, 2015, 8:18 AM ",/article/3030106-buy-anheuser-busch-for-steady-reliable-growth,BUD,"Buy Anheuser-Busch For Steady, Reliable Growth",Long
 Capital Screen," Mar. 26, 2015, 8:01 AM ",/article/3030046-t2-biosystems-impressive-opportunity-with-sepsis-diagnosis,TTOO,T2 Biosystems: Impressive Opportunity With Sepsis Diagnosis,Long
 Dallas Salazar," Mar. 26, 2015, 7:53 AM ",/article/3030036-facebook-the-undervalued-stock-that-will-pull-years-of-portfolio-growth-forward-for-young-and-old,FB,Facebook: The Undervalued Stock That Will Pull Years Of Portfolio Growth Forward For Young And Old,Long
 Winning Strategies," Mar. 26, 2015, 7:41 AM ",/article/3030006-clarcor-continues-to-impress-investors-with-big-profits,CLC,Clarcor - Continues To Impress Investors With Big Profits,Long
 Atlanta Capital Professional," Mar. 26, 2015, 7:36 AM ",/article/3029976-kb-home-in-2015-valuation-and-prospects,KBH,KB Home In 2015: Valuation And Prospects,Long
" Stephen Simpson, CFA"," Mar. 26, 2015, 7:34 AM ",/article/3026826-norcraft-executing-its-model-to-good-effect,NCFT,Norcraft Executing Its Model To Good Effect,Long
 Alexander Valtsev," Mar. 26, 2015, 7:30 AM ",/article/3026796-if-you-believe-in-copper-here-is-a-jackpot-for-you,SCCO,"If You Believe In Copper, Here Is A Jackpot For You",Long
 The Value Portfolio," Mar. 26, 2015, 6:21 AM ",/article/3026656-north-atlantic-drilling-where-are-things-headed,NADL,North Atlantic Drilling - Where Are Things Headed?,Long
 DAG Investments," Mar. 26, 2015, 5:44 AM ",/article/3029756-walgreens-boots-alliance-m-and-a-on-the-way,WBA,Walgreens Boots Alliance: M&A On The Way?,Long
 WestEnd511," Mar. 26, 2015, 5:37 AM ",/article/3026496-facebook-f8-conference-preview-all-eyes-on-messenger,FB,Facebook: F8 Conference Preview - All Eyes On Messenger,Long
 Arie Goren," Mar. 26, 2015, 5:19 AM ",/article/3029706-best-russell-1000-industrial-stocks-according-to-a-winning-ranking-system-a-look-at-trinity-industries,TRN,Best Russell 1000 Industrial Stocks According To A Winning Ranking System: A Look At Trinity Industries,Long
 Equity Watch," Mar. 26, 2015, 4:42 AM ",/article/3029606-smart-and-final-stores-set-for-significant-future-earnings-growth,SFS,Smart & Final Stores Set For Significant Future Earnings Growth,Long
 Quinn Foley," Mar. 26, 2015, 3:46 AM ",/article/3029496-standard-motor-products-has-steady-growth-and-promising-prospects,SMP,Standard Motor Products Has Steady Growth And Promising Prospects,Long
 Jonathan Fishman," Mar. 26, 2015, 2:12 AM ",/article/3029346-jinkosolar-continues-to-push-forward,JKS,JinkoSolar Continues To Push Forward,Long
 Kumquat Research," Mar. 26, 2015, 1:22 AM ",/article/3029296-allied-motion-earnings-impress-yet-again,AMOT,Allied Motion: Earnings Impress Yet Again,Long
 Darryl Date-Shappard," Mar. 26, 2015, 12:48 AM ",/article/3029266-kraft-foods-to-merge-with-heinz-in-deal-backed-by-berkshire-hathaway-and-3g-capital,KHC,Kraft Foods To Merge With Heinz In Deal Backed By Berkshire Hathaway And 3G Capital,Long
 The Entertainment Oracle," Mar. 25, 2015, 7:55 PM ",/article/3029126-x-files-return-coming-at-the-right-time-for-fox-and-its-investors,"FOXA, FOX",'X-Files' Return Coming At The Right Time For Fox And Its Investors,Long
 Dallas Salazar," Mar. 25, 2015, 6:02 PM ",/article/3028956-the-zendesk-story-is-all-coming-together-with-its-facebook-partnership,ZEN,The Zendesk Story Is All Coming Together With Its Facebook Partnership,Long
 Dallas Salazar," Mar. 25, 2015, 5:59 PM ",/article/3028946-gulfslope-energy-aggressive-lease-block-bidding-moves-the-story-forward,GSPE,GulfSlope Energy - Aggressive Lease Block Bidding Moves The Story Forward,Long
 James Godbout," Mar. 25, 2015, 5:49 PM ",/article/3025736-buy-zoes-for-the-long-term,ZOES,Buy ZOES For The Long Term,Long
" Mar. 25, 2015, 5:26 PM ", FB,/article/3028866-how-facebook-can-use-messenger-platform-to-create-billions-of-dollars,Editors' Pick ,How Facebook Can Use Messenger Platform To Create Billions Of Dollars,Long
 Trefis," Mar. 25, 2015, 5:19 PM ",/article/3028856-sirius-xm-why-a-rise-in-revenue-share-and-royalties-will-be-slow,SIRI,Sirius XM: Why A Rise In Revenue Share And Royalties Will Be Slow,Long
 Michael Boyd," Mar. 25, 2015, 5:14 PM ",/article/3028836-waste-connections-trash-is-king,WCN,Waste Connections: Trash Is King,Long
 Anup Singh," Mar. 25, 2015, 5:06 PM ",/article/3025656-why-ep-energys-recent-weakness-is-an-opportunity-in-disguise,EPE,Why EP Energy's Recent Weakness Is An Opportunity In Disguise,Long
 Matt Hogan," Mar. 25, 2015, 5:06 PM ",/article/3028786-yelp-a-bull-case,YELP,Yelp: A Bull Case,Long
 Anup Singh," Mar. 25, 2015, 5:04 PM ",/article/3025626-why-kb-home-looks-set-to-make-a-comeback,KBH,Why KB Home Looks Set To Make A Comeback,Long
 Tim Travis," Mar. 25, 2015, 5:03 PM ",/article/3025616-apache-accumulate-energy-while-there-is-blood-in-the-streets,APA,Apache - Accumulate Energy While There Is Blood In The Streets,Long
 Rami Alsamaraee," Mar. 25, 2015, 4:58 PM ",/article/3028756-penske-automotive-group-has-a-long-runway-of-growth-ahead-of-it,PAG,Penske Automotive Group Has A Long Runway Of Growth Ahead Of It,Long
 Vince Martin," Mar. 25, 2015, 4:53 PM ",/article/3025576-veeco-instruments-inflection-point-seems-to-have-arrived,VECO,Veeco Instruments: Inflection Point Seems To Have Arrived,Long
 Finding Value," Mar. 25, 2015, 4:50 PM ",/article/3028716-husky-energy-a-senior-canadian-integrated-with-asian-exposure,HUSKF,Husky Energy - A Senior Canadian Integrated With Asian Exposure,Long
 Trefis," Mar. 25, 2015, 4:49 PM ",/article/3028706-western-digital-pushes-ahead-with-power-efficient-enterprise-hdds,WDC,Western Digital Pushes Ahead With Power-Efficient Enterprise HDDs,Long
 Data Insight," Mar. 25, 2015, 4:39 PM ",/article/3028686-arcelormittal-a-high-risk-high-reward-play,MT,"ArcelorMittal: A High Risk, High Reward Play",Long
 Atticvs Research," Mar. 25, 2015, 4:36 PM ",/article/3025516-oasis-petroleum-solid-liquidity-100-percent-upside,OAS,"Oasis Petroleum - Solid Liquidity, 100% Upside",Long
 MJR Capital," Mar. 25, 2015, 4:33 PM ",/article/3028656-first-acceptances-turnaround-represents-tremendous-value,FAC,First Acceptance's Turnaround Represents Tremendous Value,Long
 Alpha Gen Capital," Mar. 25, 2015, 4:26 PM ",/article/3025466-gentherm-increased-penetration-and-content-per-vehicle-should-continue-growth,THRM,Gentherm: Increased Penetration And Content Per Vehicle Should Continue Growth,Long
 Disruptive Investor," Mar. 25, 2015, 4:26 PM ",/article/3025456-freeport-mcmoran-i-remain-positive-from-a-credit-perspective,FCX,Freeport-McMoRan: I Remain Positive From A Credit Perspective,Long
 BermudaHigh," Mar. 25, 2015, 4:03 PM ",/article/3028596-hgt-trading-at-a-23-percent-discount-to-fair-value-with-no-balance-sheet-risk,HGT,HGT - Trading At A 23% Discount To Fair Value With No Balance Sheet Risk,Long
 Simple Investment Ideas," Mar. 25, 2015, 3:55 PM ",/article/3028566-solarcity-analysis-of-cost-structure-in-relation-to-the-itc,TSLA,SolarCity: Analysis Of Cost Structure In Relation To The ITC,Long
 Hawkinvest," Mar. 25, 2015, 3:50 PM ",/article/3028546-emc-shares-are-cheap-and-a-vmware-spin-off-could-still-be-a-future-catalyst,DVMT,EMC Shares Are Cheap And A VMware Spin-Off Could Still Be A Future Catalyst,Long
